1	25	26
2	35	39
3	53	57
4	72	63
5	88	51
6	109	21
7	139	18
8	174	10
9	225	11
10	274	12
11	353	10
12	411	16
13	502	20
14	640	17
15	676	18
16	750	21
17	869	29
18	923	41
19	910	50
20	767	62
21	650	71
22	512	89
23	443	85
24	328	67
25	237	68
26	165	50
27	136	50
28	134	38
29	134	30
30	98	17
31	117	5
32	124	8
33	117	8
34	134	4
35	155	2
36	173	0
